autor,link,chiste,manitas
ra,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1868,"
										Está una pareja de chavales despidiendose en la puerta de casa de la chica a altas horas de la madrugada.

El chico apoyado en plan pose chulesca le dice a la chica:

- Chico: Oye, antes de irte a dormir, me haces una mamada?

- Chica: No!!

- Chico: Venga anda...

- Chica: Que no jolines!! Ademas, nos puede ver alguien...

- Chico: Solo un poquito...

- Chica: He dicho que no!!

En esto que de repente se escucha por el telefonillo a la hermana de la chica:

- Hermana: Dice papá que se la chupes de una vez!! Que sino quieres tu, baje yo y se la chupe!! Y que si hace falta baja el y se la chupa... PERO QUE POR FAVOR, APARTE LA MANO DEL TIMBRE, QUE NO NOS DEJA DORMIR!!									",0
sereN,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1869,"
										Va un paraguayo a pedirle la mano de su hija al padre y le dice:

Hola soy paraguayo y vengo a pedirle la mano de su hija

-¿Para que?

Paraguayo

-.-									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1870,"
										
  esta contado mil veces, y ademas asi no es.. porque no tiene sentido la pregunta :S en tal caso seria, y vengo PARA pedirle la mano de su hija, es asi..

hola soy paraguayo y vengo para follarme a su hija

para que?

paraguayo									",0
josepginer,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1871,"
										Entre ese y el de 
 os habéis lucido... Cada dos paginas lo contaban...  ",0
HeaD,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1872,"
										No se si esta repetido o no, espero que no...!

Esto es un hombre que va a una panaderia y pregunta:

- Hola buenos dias, tiene pan de ayer?

- Si
									",0
antibetico,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5720,"
										
  si si, aqui cogen chistes y no ponen ni de quienes son JAJAJ									",0
fraJiscow,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5721,"
										Denunciad a las SGAE, fijo que algo sacáis.									",0
LaChilvy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5722,"
										No se si está puesto ya por aquí... leído en FB  XDDDD

Un médico americano:

'nosotros quitamos los huevecillos a una persona, se los ponemos a otra y en 6 semanas ya está buscando curro'.

El médico alemán dice:

'Pffff.... en Alemania le sacamosun trocito de cerebro a un tio, la ponemos en otra, y en 4 semanas ya está buscando trabajo'.

El ruso: 

'Nosotros le sacamos la mitad del corazón a una persona se la ponemos a otra y en 2 semanas, ambas están buscando trabajo'.

A lo que el médico español responde:

'Nosotros en España, votamos a una persona sin cerebro, sin corazón y sin huevos, lo pusimos de presidente y ahora todo el país está buscando trabajo.									",0
bloodhound,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5723,"
										
  Jaja, que bueno. XD									",0
Atuit,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1873,"
										xD me ha recordado al de 

-Mama , mama , cuando comeremos pan de hoy?

-Mañana hija , mañana									",0
Colacado,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1874,"
										Veo que esto va de panaderías ahora xD

¿Qué dice Steve Jobs cuando entra en una panadería?

- iPan?									",0
oOL4sTOo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1875,"
										Dos locos escapando del manicomio por la azotea, y la única manera de escapar era saltando al otro edificio.

-Tio y ahora como saltamos está todo oscuro?

_Yo tengo una linterna, voy a saltar y luego te ayudo.

Pasa al otro lao el primer loco y le dice al otro:

_ Venga tio salta salta!

- ¡No veo na como voy a saltar! !tirame la linterna¡

_ no no, yo te la enciendo por el camino y tu sigues la luz

- Si hombre, pa que me la apagues por medio del camino y me caiga

:\									",0
miniCrack,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1876,"
										Va un caracol por el desierto y derrapa, FIN.									",0
mRfRaG,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1877,"
										Había un perro que se llamaba chiste, se murió el perro y se acabó el chiste. ",0
rafus8,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1878,"
										¿Qué es una negra embarazada?
									",0
Chichelo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1879,"
										Cada cuanto tiempo sacan la basura las negras?
									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5724,"
										
  tu chiste? XDDDD ese chiste es mas viejo que el pan.									",0
denon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5725,"
										Hay dos tipos de almejas, las de la mar y las de la mer.

j3j3									",0
montaN1,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5726,"
										
 Solo lo hacia para ver cuantos se me tiraban a la cabeza, lo hice tambien paginas anteriores

Ontopic:

El tio que va al oculista y le dice: -Deme usted unas gafas de leer.

- Pero si justo ayer te vendí unas

- Si, pero esas ya me las he leido									",0
Ew0k,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5727,"
										¿Qué cantaban los viandantes de la Gran Manzana el 11-S? 

- It´s rainning men!!!!									",0
benitogb,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5728,"
										
  jojo macabro pero bueno.									",0
cecan,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1880,"
										Apilar los barriles!!!! Y Pilar murio aplastada									",0
xtrim,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1881,"
										Abordad el barco
									",0
Ronso,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5729,"
										Aún recuerdo cuando para la gala benéfica del Tsunami fue Rocio Jurado y cantó... Como una ola!									",0
Grimmer8,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5730,"
										Un tío que va al oculista, y le dice el oculista:

- Por favor caballero, ¿qué letra ve en la pizarra?

- ¡La A!.

- No se precipite por favor, fíjese bien, ¿qué letra es?

- ¡¡La A!!

- Esta usted nervioso y me esta poniendo nervioso a mi, por última vez ¿qué letra es?

- ¡¡¡La A!!!

El oculista se acerca y dice:

- Ah coño, pues es la A.
  Un grande y lo sabes!!									",0
josepginer,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1882,"
										GOL DE RAMSES II como mínimo. ",0
akrata,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1884,"
										
									",0
mRfRaG,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1885,"
										¿Qué es Irene Villa colgada de la barra del bus? 
									",0
pollitor,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1886,"
										chutad a gollllllllllllllll
									",0
bazoo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1887,"
										¿Cómo se pone Irene Villa las compresas?
									",0
mRfRaG,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1888,"
										¿Cuál es el vestido favorito de Irene Villa?
									",0
edgar23,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1889,"
										Qué es Irene Villa encima de un coche? 
									",0
xtrim,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1890,"
										Que es lo primero que se le paso por la cabeza a iIrene Villa cuando exploto la bomba",0
denon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5671,"
										
  a mi lo ke me hace gracia es el ""j3"" xDDD									",0
AiTale,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5672,"
										¿cuántas casas hay en springfield?
									",0
edgar23,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1891,"
										· Se abre el telón

· Aparece un gitano

· Se cierra el telón

· No hay telón									",0
bazoo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1892,"
										Por favor, seguir con los chistes de Irene Villa queultimamente con los colegas empezamos a contar chistes de Irene Villa y quiero ampliar mi repertorio. XD									",0
Torit0,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5673,"
										- Me llamo Vanesah, con V y H

- Cállate, sidosa de mierda									",0
bloodhound,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5674,"
										¿Por qué Marruecos no tiene equipo olímpico de natación?
									",0
LaChilvy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5675,"
										El profe le dice a Jaimito:

- A ver Jaimito, la frase “yo busco novia” ¿Qué tiempo es?

Tiempo perdido, profe, tiempo perdido...									",0
betikocofrad,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5676,"
										
  xDDDD que cabron!jajajaja									",0
hipNo-,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5677,"
										
  jajajajajajajajaajajajjajajajajajajaja

Que le dice un pollito policia a otro pollito policia?? ..... necesitamos apoyo

JEJEJEJEJEJEJJEJEJE
  Gracias por la informacion									",0
denon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5678,"
										
  google: chistes buenos cortos jejejejejeejejejejejejeje (esta demasiado contado)									",0
gefea,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1893,"
										
  Pues no sigas porque no es que esten repetidos ya, es que son todos gol de Señor									",0
mRfRaG,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1895,"
										¿Qué hace Irene Villa en el campo?

¿Y en la nieve?

¿Cuál es el coche que más odia Irene Villa?

¿Cómo va Irene Villa al trabajo? 
  Ámame.									",0
nokel,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1896,"
										que crueles sois con Irene Villa tios...",0
trobo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1897,"
										Se abre el telon, aparece Elsa Pataky, se corre el telon....									",0
RoninPiros,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1898,"
										se abre el telon aparece una iglesia llena de gente y muchos niños y a la cabeza de todos irene villa como se llama la celebracion?
									",0
zeros-cool,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1899,"
										Esto era un gato con 16 vidas,
									",0
Caracayo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1900,"
										Estan dos jardinero trabajando y le dice uno al otro:

Eh Manuel, disfrutemos mientras podamos.
									",0
Grilla,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5679,"
										- Mamá, mamá, en el colegio te llaman campana

- Bah! tolon-terias de la gente

- Mamá, mamá, en el colegio me llaman cabezón

- Pues persígueles y meteles una ostia

- No puedo, se meten por calles muy estrechas

- Mamá, mamá, en el colegio me llaman dentudo

- Anda niño, súbete a una silla que me rallas el parqué									",0
Eustakiooo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5680,"
										Diferencia entre tener huevos y tener agallas:

Agallas:

Es llegar tarde a casa después de una noche con los amigos, y ser recibido en la puerta por tu mujer con la escoba en la mano, y tener las agallas de decirle:

¿Estás barriendo o vas a volar?

Huevos:

Es llegar tarde a casa después de una noche con los amigos, oliendo a cerveza y perfume de mujer, con pintalabios en la camisa, darle una palmada en el culo a tu mujer y tener los huevos de decirle:

¡¡No pongas esa cara, que ahora vas tu!!

Huevos + Agallas:

Es el que llega a casa y le dice a su mujer:

- ¡Vamos a echar un polvo!

- No tengo ganas, es que me duele la cabeza

- Pero bueno... ¿que os pasa hoy a todas?

----------------------------------------------------------------

Lo que nos mandan a hacer en casa:

Vete al supermercado, limpia el sofá, friega y seca los platos, mira si hay leche, cuelga la ropa, quita el polvo a la tele, desatasca el váter y saca al perro un rato

Lo que hacemos:
 
 
 
 
									",0
edgar23,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1901,"
										· Se abre el telón

· Aparece un trabajador de la SGAE

· Se cierra el telón

· Se cierra el teatro									",0
wiLly1,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1902,"
										Joder de Irene Villa hay miles, son muy bastos, no recomendables para personas sensibles

¿que hace Irene Villa encima de un coche?

¿que es lo primero que se le paso por la cabeza a Irene Villa?
  perdone usted seño Xavo, es que e estado ausentado de mis aposentos y no estoy al corriente, de todas formas gracias									",0
Xav0,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1903,"
										
  Hay tantos y tantos ke se han dicho los 2 ke has puesto ya en la pagina anterior.									",0
Negrinho1987,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1904,"
										Ni en la pagina anterior, en esta misma un poco mas arriba xD.									",0
wiLly1,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/64#1905,"
										
  Joder tampoco te pases, que se leer y en esta página no salen los que YO he puesto.

no te empapas sooosio									",0
ReBeLStRiKe,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5681,"
										-¿Quién es la mujer de Epi?
									",0
txikitin9,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5682,"
										
  Toni doBLAS									",0
denon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/190#5683,"
										
  que grande!

Un lepero en un 600 por la carretera de Huelva. De repente le adelanta un Mercedes y el conductor le saca los cuernos. 

El del 600 se mosquea y adelanta al Mercedes, pero enseña un bocadillo de chorizo. 

El del Mercedes lo vuelve a adelantar y le vuelve a sacar los cuernos. El del 600 se vuelve a cabrear, lo adelanta y le saca el bocadillo. 

Después, en un semáforo, paran los dos juntos y el del Mercedes dice: ¿Por que cuando le saco los cuernos usted me enseña el bocadillo? 

Porque cada uno enseña lo que su mujer le pone.									",0
